id_sede,url,tipo
EGREC,https://www.facebook.com/ArgentinaEnGrecia,facebook
EGREC,https://www.youtube.com/channel/UCFaKsErEs33zEdzJbnrzOog/featured,youtube
EHILE,https://twitter.com/EmbArgEnChile,twitter
EHILE,https://www.facebook.com/EmbArgentinaEnChile,facebook
EHILE,https://www.instagram.com/embargenchile/,instagram
EHOND,@ArgHonduras,desconocido
EHOND,@ArgentinaEnHonduras,desconocido
EHOND,Embajada  Argentina  en  Honduras,desconocido
EINDI,https://twitter.com/ArgentinaEnInd,twitter
EINDI,https://www.facebook.com/ArgentinaEnInd,facebook
EINDI,https://www.instagram.com/argentinaenind/,instagram
EIRLA,https://www.facebook.com/ArgentinaEnIrlanda/,facebook
EIRLA,https://www.instagram.com/embajadaargentinairlanda,instagram
EISIA,@argentinaindonesia,desconocido
EISRA,https://www.facebook.com/ArgEnIsrael,facebook
EISRA,https://twitter.com/argenisrael,twitter
EITAL,https://es-la.facebook.com/emb.roma/,facebook
EITAL,https://twitter.com/arginitalia?lang=es,twitter
EITAL,https://www.instagram.com/arginitalia/?hl=es,instagram
EJAMA,https://www.facebook.com/ArgentinaEnJamaica/,facebook
EJAMA,https://twitter.com/ARGenJamaica,twitter
EJAMA,argentinaenjamaica,desconocido
EJAPO,embajadaargentinaenjapon,desconocido
EJAPO,https://www.facebook.com/ArgJapon/?ref=bookmarks,facebook
EKENY,www.facebook.com/ArgentinaEnKenia,facebook
EKENY,https://www.instagram.com/argenkenya/,instagram
EKUWA,www.facebook.com/ArgentinaenKuwait,facebook
ELBNO,https://www.facebook.com/ArgentinaEnLibano,facebook
EMARR,https://www.instagram.com/marruecos.embajada/,instagram
EMARR,https://twitter.com/ArgMarruecos,twitter
EMEXI,https://twitter.com/@ARGenMexico,twitter
EMEXI,https://www.facebook.com/ARGenMexico/,facebook
EMEXI,https://www.instagram.com/embargenmexico/,instagram
EMEXI,https://www.youtube.com/user/EmbaArgenMX,youtube
EMFAO,@ArgenFao,desconocido
EMOZA,https://www.facebook.com/ArgentinaEnMozambique/,facebook
EMOZA,argenmozambique,desconocido
EMSIA,https://www.facebook.com/ArgentinaEnMalasia,facebook
ENICA,@ArgentinaEnNicaragua,desconocido
ENICA,@argennicaragua,desconocido
ENIGE,https://www.facebook.com/ArgentinaEnNigeria/,facebook
ENIGE,https://www.instagram.com/embargennigeria/?igshid=f0laoeu8lhv8,instagram
ENORU,https://www.facebook.com/ArgentinaEnNoruega/,facebook
ENORU,https://www.instagram.com/ARGenNoruega/,instagram
EOIRS,https://www.facebook.com/ArgentinaEnGinebra,facebook
EOIRS,www.instagram.com/misionargentinaonu,instagram
EOIRS,https://twitter.com/ArgentinaONUOMC,twitter
EOIRS,https://www.youtube.com/channel/UCSOsChik8j7nFJZnPq6K7Ag,youtube
EPAKI,https://twitter.com/EmbajadadeArge1,twitter
EPARA,https://twitter.com/argenparaguay_,twitter
EPARA,https://www.facebook.com/embajada.paraguay,facebook
EPBAJ,https://www.facebook.com/ArgEnPaisesBajos/,facebook
EPBAJ,https://twitter.com/ArgentinaEnPB,twitter
EPERU,https://twitter.com/Emb_Arg_Peru,twitter
EPERU,https://www.facebook.com/ArgentinaEnPeru,facebook
EPNMA,@ArgentinaEnPanama,desconocido
EPOLO,https://www.facebook.com/Embajada-de-la-Rep%C3%BAblica-Argentina-en-Polonia-1726942037398853/,facebook
EQATR,@embargenqatar,desconocido
EQATR,@embargenqatar,desconocido
ERICA,https://www.facebook.com/argentinaencostarica/,facebook
ERUMA,https://www.facebook.com/ArgentinaEnRumania,facebook
ERUMA,https://www.instagram.com/argentinaenrumania,instagram
ERUNI,https://twitter.com/ARGinUK,twitter
ERUNI,https://www.facebook.com/ARGinUK/,facebook
ERUNI,https://www.flickr.com/photos/138300767@N07/albums,flickr
ERUNI,https://www.instagram.com/arginuk/,instagram
ERUNI,https://www.youtube.com/channel/UCzaGU10f-77SR56kini9-1g/videos?view_as=subscriber,youtube
ESAFR,facebook.com/ArgenSudafrica,facebook
ESAFR,https://twitter.com/EmbArgentina,twitter
ESAFR,https://www.instagram.com/argentinaensudafrica,instagram
ESALV,https://twitter.com/ARGenElSalvador,twitter
ESALV,https://www.facebook.com/ArgentinaEnElSalvador/,facebook
ESALV,https://www.instagram.com/embargenelsalvador/,instagram
ESENE,@ARGenSenegal,desconocido
ESERB,Facebook.com/ArgentinaEnSerbia,desconocido
ESERB,Instagram.com/ARGinSerbia,desconocido
ESING,https://twitter.com/ARGinSingapore,twitter
ESING,https://instagram.com/argentine_embassy_singapore?igshid=YmMyMTA2M2Y=,instagram
ESSED,https://twitter.com/ArgSantaSede,twitter
ESSED,https://www.youtube.com/c/EmbajadaArgentinaantelaSantaSede,youtube
ESSED,https://www.facebook.com/ArgEnSantaSede,facebook
ESSED,https://www.instagram.com/argensantasede/,instagram
ESUEC,https://se.linkedin.com/showcase/arginsweden,linkedin
ESUEC,https://www.facebook.com/arginsweden/,facebook
ESUEC,https://www.instagram.com/arginsweden/,instagram
ETAIL,https://www.facebook.com/ArgEnTailandiaBangkok/?tn-str=k*F,facebook
ETRIA,https://www.facebook.com/ArgentinaEnAustria/,facebook
ETRIA,https://twitter.com/ARGenViena,twitter
ETRIA,https://www.instagram.com/argenviena/,instagram
ETRIN,www.facebook.com/ArgentinaEnTrinidadYTobago,facebook
ETRIN,arg_trinidad_tobago,desconocido
ETUNE,https://www.facebook.com/ArgEnTunez/,facebook
ETUNE,https://www.twitter.com/EmbajadaTunez,twitter
ETUNE,https://www.instagram.com/embargentinatn,instagram
ETUNE,https://www.youtube.com/channel/UC8kSZug1SPHrp3r1hGzhjtg,youtube
ETURQ,@Argentinaenturquia/,desconocido
ETURQ,@embargenturquia,desconocido
ETURQ,@ARGenTurquia,desconocido
EUCRA,https://www.facebook.com/ArgentinaEnUcrania,facebook
EUCRA,https://www.instagram.com/argenucrania/,instagram
EUNES,https://twitter.com/ArgentinaUNESCO,twitter
EUNES,https://www.facebook.com/delegation.argentine/,facebook
EUNGR,https://www.facebook.com/ArgentinaEnHungria,facebook
EURUG,https://twitter.com/ArgentinaEnUru,twitter
EURUG,https://www.facebook.com/ArgentinaEnUru/,facebook
EURUG,https://www.instagram.com/argentinaenuru/,instagram
EVENE,https://twitter.com/argenvenezuela?lang=es,twitter
EVENE,https://www.facebook.com/EmbajadaArgentinaEnVenezuela,facebook
EVENE,https://www.instagram.com/argenvenezuela/,instagram
EVIET,https://www.facebook.com/ArgentinaEnVietnam/,facebook
EVIET,https://www.instagram.com/argenvietnam/,instagram
REPAL,https://www.facebook.com/ArgEnPalestina,facebook
